Category,Name,ASIN,Seller,Date Shipped,Price($),Items Shipped,Returns,Revenue($),Ad Fees($)
Luxury Beauty,"Grande Cosmetics Lash Enhancing Serum,2 mL",B00325D0WK,Amazon.com,14/07/2022 08:55,47.6,1,0,47.6,4.76
Luxury Beauty,Color Wow Dream Coat Supernatural Spray – Multi-award-winning anti-frizz spray keeps hair frizz-free for days no matter the weather with moisture-repe,B073CWSQ51,Amazon.com,14/07/2022 08:51,19.6,1,0,19.6,1.96
Sports & Fitness,Onyx Unisex Belt Pack Manual Inflatable Life Jacket (PFD),B07HPWN2S4,3rd Party,14/07/2022 08:50,63.5,1,0,63.5,6.35
Clothing & Accessories,"Saucony Women's Performance Heel Tab Athletic Socks (8, Grey Assorted (16 Pairs), Shoe Size: 5-10",B07MRC3ZC2,Amazon.com,14/07/2022 08:49,17.5,1,0,17.5,0.7
Clothing & Accessories,"Saucony Women's Performance Heel Tab Athletic Socks (8, Grey Assorted (16 Pairs), Shoe Size: 5-10",B07MRC3ZC2,Amazon.com,14/07/2022 08:49,17.5,1,0,17.5,0.7
Home,"YIRUIO Throw Blankets Checkerboard Grid Chessboard Gingham Warmer Comfort 100% Pure Cotton Knit for Home Decor Bed Couch (51"" L x 63"" W, Khaki)",B09YPWKTBJ,3rd Party,14/07/2022 08:44,44.99,1,0,44.99,4.5
Home,"MaisoNovo Glass Soap Dispenser with Pump and Concrete Tray | Vintage Soap Dispenser Bathroom and Kitchen Set w. Dish Soap, Hand Soap, Lotion Waterproo",B097MX4P72,3rd Party,14/07/2022 08:43,31.76,1,0,31.76,3.18
Home,Welhome Franklin Premium | 4 Pack Hand Towels | Popcorn Textured Flax Brown Bathroom Towels | Hotel & Spa Towels for Bathroom | Soft & Absorbent | 600,B098XK8J1Z,3rd Party,14/07/2022 08:43,24.99,1,0,24.99,2.5
"Computers, Tablets & Components","MOSISO Compatible with MacBook Pro 16 inch Case 2021 2022 Release A2485 M1 Pro/Max with Liquid Retina XDR Display Touch ID, Plastic Hard Shell&Keyboar",B09LCBWD1D,3rd Party,14/07/2022 08:42,17.99,1,0,17.99,0.45
Home,Snap Bail 6.5x2.5mm 14k Solid Yellow Gold (Package of 1),B009KBZCWQ,3rd Party,14/07/2022 08:40,15.95,1,0,15.95,1.6
Kitchen & Dining,"[200 Pack] Pink & Gold Paper Drinking Straws 100% Biodegradable Multi-Pattern Party Straws For Birthday, Wedding, Bridal, Baby Shower, And Holiday Dec",B08JZHRGLL,3rd Party,14/07/2022 08:37,5.99,1,0,5.99,0.6
Beauty & Grooming,DR.PEFECT Extra Hard & Firm Toothbrush BPA Free Large Long Head Whitening Teeth Pack of 4,B08G4W2Y5R,3rd Party,14/07/2022 08:37,9.99,1,0,9.99,0.3
Kitchen & Dining,"Bentgo® Kids Leak-Proof, 5-Compartment Bento-Style Kids Lunch Box - Ideal Portion Sizes for Ages 3 to 7, BPA-Free, Dishwasher Safe, Food-Safe Material",B00PKNO7HO,3rd Party,14/07/2022 08:35,18.49,1,0,18.49,1.85
Home,"iRobot Roomba i4+ EVO (4552) Robot Vacuum with Automatic Dirt Disposal - Empties Itself for up to 60 Days, Wi-Fi Connected Mapping, Compatible with Al",B08TP1D9X1,Amazon.com,14/07/2022 08:32,399.99,1,0,399.99,40
Home,"Gallery Perfect 16FW2233 12 Piece Black Square Photo Picture Hanging Template Gallery Wall Frame Set,(12 x 12 inches)",B06XQXMMN1,Amazon.com,14/07/2022 08:27,66.46,1,0,66.46,6.65
Home,"Tissue Box Cover, Tclouda, Modern PU Leather Square Tissue Box Holder for Creative Decorative, Ideal for Bathrooms/Office/Car/Nightstand/Outdoor Tent/",B09Q18CBZ3,3rd Party,14/07/2022 08:26,7.99,1,0,7.99,0.8
Books & Textbooks,"The Summer I Turned Pretty (Summer I Turned Pretty, The)",1665922079,Amazon.com,14/07/2022 08:26,9.23,1,0,9.23,0.42
Cell Phones & Accessories,"Apple Watch Series 7 [GPS 41mm] Smart Watch w/ (Product) RED Aluminum Case with (Product) RED Sport Band. Fitness Tracker, Blood Oxygen & ECG Apps, Al",B09HDYWTPV,Amazon.com,14/07/2022 08:16,279,1,0,279,11.16
Home,"simplehuman 9 oz. Touch-Free Rechargeable Sensor Liquid Soap Pump Dispenser, Brass Stainless Steel",B07GTBH5L3,Amazon.com,14/07/2022 08:07,55.99,1,0,55.99,5.6
Pet Food & Supplies,"ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover for Furniture, Couch, Carpet, Car Seats and Bedding - Eco-Friendly, Portable, Multi-Surf",B00BAGTNAQ,3rd Party,14/07/2022 08:05,19.96,1,0,19.96,2
Beauty & Grooming,"IT Cosmetics Confidence in a Cream - Facial Moisturizer - Reduces the Look of Wrinkles & Pores, Visibly Brightens Skin - With Hyaluronic Acid & Collag",B01B2C0UP4,3rd Party,14/07/2022 07:57,23.26,1,0,23.26,0.7
Furniture,Nearly Natural 82” Olive Artificial Silk Trees Green,B07MWSRTYR,Amazon.com,14/07/2022 07:54,88.39,1,0,88.39,8.84
Kitchen & Dining,"Bentgo Fresh 3-Pack Meal Prep Lunch Box Set - Reusable 3-Compartment Containers for Meal Prepping, Healthy Eating On-the-Go, and Balanced Portion-Cont",B07LC1FBB1,3rd Party,14/07/2022 07:52,31.99,1,0,31.99,3.2
Beauty & Grooming,"essence | Lash Princess Curl Mascara | For Dramatic Curl & Volume | Vegan | Alcohol, Paraben Free | Cruelty Free",B08VW5974C,3rd Party,14/07/2022 07:46,3.99,1,0,3.99,0.12
Ring Video Doorbells and Cameras,"Ring Video Doorbell – 2020 release – 1080p HD video, improved motion detection, easy installation – Satin Nickel",B08N5NQ869,Amazon.com,14/07/2022 07:34,45.95,1,0,45.95,1.84
Toys & Games,"TEZELWEO Toddler Busy Board, 14 in 1 Preschool Activities Educational Travel Toy for Fine Motor Skills, Montessori Busy Board, Sensory Board, Best Gif",B09PF7JHGN,3rd Party,14/07/2022 07:32,13.99,1,0,13.99,0.42
Toys & Games,"Osmo - Little Genius Starter Kit for Fire Tablet + Early Math Adventure-6 Educational Games-Ages 3-5-Counting, Shapes & Phonics-STEM Toy(Osmo Fire Tab",B085NMRZC3,Amazon.com,14/07/2022 07:32,66.99,1,0,66.99,2.01
Furniture,Nearly Natural 82” Olive Artificial Silk Trees Green,B07MWSRTYR,Amazon.com,14/07/2022 07:24,88.39,1,0,88.39,8.84
Home,"Beckham Hotel Collection Bed Pillows for Sleeping - King Size, Set of 2 - Soft, Cooling, Luxury Gel Pillow for Back, Stomach or Side Sleepers",B01LYC1XSM,3rd Party,14/07/2022 07:16,36.29,1,0,36.29,3.63
Home,"Creative Co-Op DF2369 8"" Round Carved Marble Tray, White",B084LLCN3S,Amazon.com,14/07/2022 07:11,34.99,1,0,34.99,3.5
Home,"BEAUTURAL Steamer for Clothes, Portable Handheld Garment Fabric Wrinkles Remover, 30-Second Fast Heat-up, Auto-Off, Large Detachable Water Tank",B01N1QE5ME,3rd Party,14/07/2022 07:08,29.97,1,0,29.97,3
Pet Food & Supplies,"ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover for Furniture, Couch, Carpet, Car Seats and Bedding - Eco-Friendly, Portable, Multi-Surf",B00BAGTNAQ,3rd Party,14/07/2022 07:07,17.96,1,0,17.96,1.8
"Shoes, Handbags, Wallets, Sunglasses","LongBay Cloud Slides for Women and Men, Comfy Pillow Slipper Shower Sandals Shoes with Arch Support for Pool Beach Home Indoor Outdoor Use, 12-13women",B0B18657XY,3rd Party,14/07/2022 07:04,18.36,1,0,18.36,0.73
Business & Industrial Supplies,"iHealth COVID-19 Antigen Rapid Test, 2 Tests per Pack,FDA EUA Authorized OTC At-home Self Test, Results in 15 Minutes with Non-invasive Nasal Swab, Ea",B09KZ6TBNY,3rd Party,14/07/2022 07:02,12.19,1,0,12.19,0.37
Kitchen & Dining,"Amazon Basics 12-Piece Tritan Plastic drinkware Set - Hobnail Highball and Double Old Fashioned, 6-Pieces Each, 18oz./13oz.",B08989DC2B,Amazon.com,14/07/2022 07:01,42.83,1,0,42.83,4.28
Home,"HYPREST 100% Pure French Linen Duvet Cover with Stone Washed, Ultra Soft and Cooling Linen Bedding Duvet Cover Set Queen Size, Moisture-Absorbing & Br",B095P4CD13,3rd Party,14/07/2022 06:49,103.19,1,0,103.19,10.32
Luxury Beauty,"Grande Cosmetics Lash Enhancing Serum,2 mL",B00325D0WK,Amazon.com,14/07/2022 06:46,47.6,1,0,47.6,4.76
Home,"BEAUTURAL Steamer for Clothes, Portable Handheld Garment Fabric Wrinkles Remover, 30-Second Fast Heat-up, Auto-Off, Large Detachable Water Tank",B01N1QE5ME,3rd Party,14/07/2022 06:42,29.97,1,0,29.97,3
Cell Phones & Accessories,"USB C Wall Charger Block, 20W PD Dual Port Fast iPhone Charger,USB C Charging Block Compatible with iPhone 13/12/11 /Pro Max, XS/XR/X, 8/7/6, iPad Pro",B09KG4ZYCS,3rd Party,14/07/2022 06:41,11.69,1,0,11.69,0.47
Health & Household,"xo, Fetti Bachelorette Party XL White Bride Straw | Bridal Shower Party Decorations | Bride to Be Gift",B09HM9734V,3rd Party,14/07/2022 06:37,6.99,1,0,6.99,0.07
"Patio, Lawn & Garden","Folding Adirondack Chairs Patio Chairs Lawn Chair Outdoor Adirondack Chair Weather Resistant for Patio Deck Garden, Backyard Deck, Fire Pit - Black",B08JYBX3TY,3rd Party,14/07/2022 06:36,175.99,1,0,175.99,17.6
"Patio, Lawn & Garden","Folding Adirondack Chairs Patio Chairs Lawn Chair Outdoor Adirondack Chair Weather Resistant for Patio Deck Garden, Backyard Deck, Fire Pit - Black",B08JYBX3TY,3rd Party,14/07/2022 06:36,175.99,1,0,175.99,17.6
Kitchen & Dining,Magnetic Measuring Spoons Set of 6 Stainless Steel Dual Sided Stackable Teaspoon for Measuring Dry and Liquid Ingredients,B07KG2QN7V,3rd Party,14/07/2022 06:20,12.77,1,0,12.77,1.28
Clothing & Accessories,"CUPSHE Women's Teal Shirring Design V-Neck Low Back One Piece Swimsuit, S",B08GFRRFF4,3rd Party,14/07/2022 06:18,20.99,1,0,20.99,0.84
Kitchen & Dining,"Glass Jars Set,Borosilicate Glass Food Storage Containers,20 oz Airtight Kitchen Canisters with Bamboo Lids for Pantry Organization,Clear Food Jars fo",B09XDPD26T,3rd Party,14/07/2022 06:17,26.99,1,0,26.99,2.7
Kitchen & Dining,"AISIPRIN 12 Pcs Glass Spice Jars with Bamboo Airtight Lids and 114 Labels - 9oz Small Food Storage Containers for Kitchen, Coffee, Herb - Marker and B",B08XQNQM63,3rd Party,14/07/2022 06:17,22.39,1,0,22.39,2.24
Home,"California Design Den - Hotel Luxury Cal King Bedsheets 100% Cotton, 600 Thread Count Deep Pocket, Snug Fit, Soft & Crisp Bedsheet Set with Sateen Wea",B075F91P3C,3rd Party,14/07/2022 06:16,71.04,1,0,71.04,7.1
Home Improvement,"Rub n Buff Wax Metallic Antique Gold, Rub and Buff Finish, 0.5-Fluid Ounce, Pixiss Blending and Application Tools for Applying Antique Gold Paint",B09JY6ZH4B,3rd Party,14/07/2022 06:14,13.99,2,0,27.98,2.8
"Shoes, Handbags, Wallets, Sunglasses",Naghedi Handwoven Mini Tote Cocoa One,B09ZQ51LG3,3rd Party,14/07/2022 06:12,240,1,0,240,9.6
Pet Food & Supplies,"ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover for Furniture, Couch, Carpet, Car Seats and Bedding - Eco-Friendly, Portable, Multi-Surf",B00BAGTNAQ,3rd Party,14/07/2022 06:06,17.96,1,0,17.96,1.8
Home Improvement,"Arixinks Rechargeable Picture Light Battery Operated, Painting Light Wireless with Remote Control 3 Lighting ,Art Light Display Lamp 300LM Dimmable an",B09JPDBLS6,3rd Party,14/07/2022 05:56,23.99,1,0,23.99,2.4
Home Improvement,"Arixinks Wireless Picture Light for Art Painting with Remote Control, Rechargeable Battery Picture Light Dartboard Light, Full Metal 300lm Brightness ",B09L6N7R9W,3rd Party,14/07/2022 05:56,22.39,1,0,22.39,2.24
Home Improvement,"Arixinks Rechargeable Picture Light Battery Operated, Painting Light Wireless with Remote Control 3 Lighting ,Art Light Display Lamp 300LM Dimmable an",B09JPDBLS6,3rd Party,14/07/2022 05:56,23.99,1,0,23.99,2.4
"Shoes, Handbags, Wallets, Sunglasses",Women's Clear Heeled Sandals Ankle Strap Block Chunky High Heel Open Toe Pump Sandals Transparent nude-7.5,B0834RD1MR,3rd Party,14/07/2022 05:56,25.41,1,0,25.41,1.02
Kitchen & Dining,"2Pcs Stainless Steel Mesh Colander Strainer Basket Drainer- Fine Mesh Strainer Rice Washing Bowl, Colander Sieve Sifters",B08M8VY1RN,3rd Party,14/07/2022 05:54,14.03,1,0,14.03,1.4
Kitchen & Dining,Magnetic Measuring Spoons Set of 6 Stainless Steel Dual Sided Stackable Teaspoon for Measuring Dry and Liquid Ingredients,B07KG2QN7V,3rd Party,14/07/2022 05:49,12.77,1,0,12.77,1.28
Kitchen & Dining,"Bentgo Kids Prints Leak-Proof, 5-Compartment Bento-Style Kids Lunch Box - Ideal Portion Sizes for Ages 3 to 7 - BPA-Free, Dishwasher Safe, Food-Safe M",B08B115T54,3rd Party,14/07/2022 05:49,19.99,1,0,19.99,2
Luxury Beauty,MATRIX Total Results Miracle Creator Multi-Tasking Treatment | Ultimate Strengthening Leave-In Treatment | Moisturizing Heat Protectant & Detangler Sp,B0143LPT4S,Amazon.com,14/07/2022 05:42,14.7,2,0,29.4,2.94
Kitchen & Dining,"THERMOS FUNTAINER 12 Ounce Stainless Steel Vacuum Insulated Kids Straw Bottle, Avengers",B08Z7JSRXH,Amazon.com,14/07/2022 05:42,11.89,1,0,11.89,1.19
Home,"BALEINE 4-Pack Oversized Moving Bags with Reinforced Handles, Heavy-Duty Storage Tote for Clothes, Moving Supplies (Clear)",B096Z8T37Q,3rd Party,14/07/2022 05:42,29.95,1,0,29.95,3
Kitchen & Dining,"Aroma Housewares 20 Cup Cooked (10 cup uncooked) Digital Rice Cooker, Slow Cooker, Food Steamer, SS Exterior (ARC-150SB),Black",B0055FSN0Y,Amazon.com,14/07/2022 05:39,39.92,1,0,39.92,3.99
Home,"Tissue Box Cover, Tclouda, Modern PU Leather Square Tissue Box Holder for Creative Decorative, 2 Pack, Ideal for Bathrooms/Office/Car/Nightstand/Outdo",B09Q17ZLFX,3rd Party,14/07/2022 05:26,11.19,1,0,11.19,1.12
Clothing & Accessories,"BTFBM Women’s Casual Summer Crew Neck Ribbed Tank Tops Button Down Stretch Tight Sleeveless Basic Solid Henley Shirts (Sleeveless Black, Medium)",B08R8QX1Q4,3rd Party,14/07/2022 05:08,18.99,1,0,18.99,0.76
Home Improvement,"Kasa Smart Plug HS103P4, Smart Home Wi-Fi Outlet Works with Alexa, Echo, Google Home & IFTTT, No Hub Required, Remote Control, 15 Amp, UL Certified, 4",B07RCNB2L3,Amazon.com,14/07/2022 04:53,22.99,1,0,22.99,2.3
Home,Utopia Bedding Twin Fitted Sheet - Bottom Sheet - Deep Pocket - Soft Microfiber - Shrinkage and Fade Resistant - Easy Care - 1 Fitted Sheet Only (Navy,B084KPRMKL,3rd Party,14/07/2022 04:48,11.99,1,0,11.99,1.2
Kitchen & Dining,"Cuisinart CFO-3SS 3-Quart Electric Fondue Pot 1000-Watt Electric Fondue Set is Suitable for Chocolate, Cheese, Broth and or Oil, Stainless Steel",B00018RR48,Amazon.com,14/07/2022 04:48,51.99,1,0,51.99,5.2
Home,"BEAUTURAL Steamer for Clothes, Portable Handheld Garment Fabric Wrinkles Remover, 30-Second Fast Heat-up, Auto-Off, Large Detachable Water Tank",B01N1QE5ME,3rd Party,14/07/2022 04:45,29.97,1,0,29.97,3
Books & Textbooks,6th Grade Common Core Math: Daily Practice Workbook - Part I: Multiple Choice | 1000+ Practice Questions and Video Explanations | Argo Brothers (Commo,194675580X,Amazon.com,14/07/2022 04:42,14.99,1,0,14.99,0.67
Books & Textbooks,6th Grade Common Core ELA (English Language Arts): Daily Practice Workbook | 300+ Practice Questions and Video Explanations | Common Core State ... (C,1946755664,Amazon.com,14/07/2022 04:42,14.99,1,0,14.99,0.67
Home,"simplehuman 9 oz. Touch-Free Rechargeable Sensor Liquid Soap Pump Dispenser, Brass Stainless Steel",B07GTBH5L3,Amazon.com,14/07/2022 04:19,55.99,1,0,55.99,5.6
Luxury Beauty,Grande Cosmetics GrandeLASH-MD Lash Enhancing Serum,B082WZTJV5,Amazon.com,14/07/2022 04:14,25.2,1,0,25.2,2.52
"Shoes, Handbags, Wallets, Sunglasses",BRONAX Slippers for Women Lightweight EVA Open Toe Soft Mens Cloud Pillow Slides Shower Message Foam Bathroom Outdoor Comfortable Female Blue,B09BN78S2W,3rd Party,14/07/2022 04:12,23.98,1,0,23.98,0.96
Home,"BEAUTURAL Steamer for Clothes, Portable Handheld Garment Fabric Wrinkles Remover, 30-Second Fast Heat-up, Auto-Off, Large Detachable Water Tank",B07GZH9HTB,3rd Party,14/07/2022 04:10,30.97,1,0,30.97,3.1
Pet Food & Supplies,"ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover for Furniture, Couch, Carpet, Car Seats and Bedding - Eco-Friendly, Portable, Multi-Surf",B00BAGTNAQ,3rd Party,14/07/2022 04:04,19.96,1,0,19.96,2
Health & Household,"squish Disposable Gloves,Clear Vinyl Gloves Latex Free Powder-Free Glove Cleaning Health Gloves for Kitchen Cooking Cleaning Food Handling, 100PCS/Box",B087749PT3,3rd Party,14/07/2022 03:57,10.49,1,0,10.49,0.1
Home,"Curtain Rods for Windows 30 to 144 Inch, 1 Inch Black Curtain Rod Set, Stainless Steel Heavy Duty Drapery Rods with Adjustable Brackets for Room Divid",B09CPHHK7T,3rd Party,14/07/2022 03:54,27.99,1,0,27.99,2.8
Home,"Curtain Rods for Windows 30 to 94 Inch, 1 Inch Black Curtain Rod Set, Stainless Steel Heavy Duty Drapery Rods with Adjustable Brackets for Room Divide",B09CPGJ2ZG,3rd Party,14/07/2022 03:54,24.99,1,0,24.99,2.5
Furniture,"SONGMICS Trash Can, 2 x 8 Gal Garbage Can for Kitchen, with 15 Trash Bags, 2 Compartments, Plastic Inner Buckets and Hinged Lids, Airtight, Silver and",B07B8GX69W,Amazon.com,14/07/2022 03:53,111.99,1,0,111.99,11.2
Kitchen & Dining,Collapsible Sink Colanders and Strainers Basket Extendable Plastic Fruit Vegetable Strainer Drainer Basket for Kitchen (Length 13.6 inch-18.7 inch) (A,B09X9NXKXB,3rd Party,14/07/2022 03:49,12.63,1,0,12.63,1.26
Electronic Components & Home Audio,"Universal Remote-Control for Samsung Smart-TV, Remote-Replacement of HDTV 4K UHD Curved QLED and More TVs, with Netflix Prime-Video Buttons",B093WB5VPT,3rd Party,14/07/2022 03:47,11.75,1,0,11.75,0.47
Kitchen & Dining,"Bentgo® Kids Leak-Proof, 5-Compartment Bento-Style Kids Lunch Box - Ideal Portion Sizes for Ages 3 to 7, BPA-Free, Dishwasher Safe, Food-Safe Material",B00PKNO7EC,3rd Party,14/07/2022 03:47,18.49,1,0,18.49,1.85
Kitchen & Dining,"Bentgo® Kids Leak-Proof, 5-Compartment Bento-Style Kids Lunch Box - Ideal Portion Sizes for Ages 3 to 7, BPA-Free, Dishwasher Safe, Food-Safe Material",B00PKNO7LK,3rd Party,14/07/2022 03:34,18.49,1,0,18.49,1.85
Home,"HYPREST 100% Pure French Linen Duvet Cover with Stone Washed, Ultra Soft and Cooling Linen Bedding Duvet Cover Set Queen Size, Moisture-Absorbing & Br",B095P4CD13,3rd Party,14/07/2022 03:21,103.19,1,0,103.19,10.32
Pet Food & Supplies,"ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover for Furniture, Couch, Carpet, Car Seats and Bedding - Eco-Friendly, Portable, Multi-Surf",B00BAGTNAQ,3rd Party,14/07/2022 03:19,19.96,1,0,19.96,2
Toys & Games,"Disney’s Zombies 2, Addison Wells Werewolf Singing Doll (11.5-inch), Sings Hit Song “Call to the Wild,” 11 Bendable “Joints,” Great Gift for Ages 5+ [",B0846MV79V,3rd Party,14/07/2022 02:37,29.45,1,0,29.45,0.88
Beauty & Grooming,"Paula's Choice Weightless Body Treatment 2% BHA, Salicylic Acid & Chamomile Lotion Exfoliant, Moisturizer for Keratosis Pilaris (KP) Prone Skin & Clog",B00CS5U172,3rd Party,14/07/2022 02:37,22.4,1,0,22.4,0.67
Luxury Beauty,"Living Proof Curl Conditioner, 24 oz",B09J8V46ZL,3rd Party,14/07/2022 02:37,43.4,1,0,43.4,4.34
Luggage,Peak Gear Sling Compact Crossbody Backpack and Day Bag (Black),B07SKRXG59,3rd Party,14/07/2022 02:27,21.97,1,0,21.97,0.88
Kitchen & Dining,"THERMOS FUNTAINER 12 Ounce Stainless Steel Vacuum Insulated Kids Straw Bottle, Blue/Green",B08VFGRB7J,Amazon.com,14/07/2022 02:24,11.9,1,0,11.9,1.19
Kitchen & Dining,"Airtight Food Storage Containers for Kitchen Organization 14 PC - Plastic Food Canisters with Lids, Labels, Marker & Spoons for Pantry Organization an",B0822KNQKT,3rd Party,14/07/2022 02:23,33.99,1,0,33.99,3.4
Home,Dryer Vent Cleaner Kit Dryer Vent Vacuum Attachment - Multiple Combinations V1 Lint Remover Power Washer and Dryer Vent Vacuum Hose Vacuum Attachment ,B08LGRFT6Q,3rd Party,14/07/2022 02:23,7.21,1,0,7.21,0.72
Beauty & Grooming,"Olay Regenerist Collagen Peptide 24 MAX Hydrating Face Moisturizer, 1.7 oz + Whip Face Moisturizer Travel/Trial Size Gift Set",B09GHN9129,Amazon.com,14/07/2022 02:23,35.16,1,0,35.16,1.05
Clothing & Accessories,CUPSHE Women's One Piece Swimsuit Tummy Control V Neck Bathing Suits M Green,B093PQXFPY,3rd Party,14/07/2022 02:18,20.99,1,0,20.99,0.84
Clothing & Accessories,CUPSHE Women's One Piece Swimsuit Tummy Control V Neck Bathing Suits M Black,B093PQR2YP,3rd Party,14/07/2022 02:18,20.99,1,0,20.99,0.84
Health & Household,"330 Counts Strong Trash Bags Garbage Bags by Teivio, Bathroom Trash Can Bin Liners, Small Plastic Bags for home office kitchen (Clear,2.6 Gallon)",B07ZT5DXDT,3rd Party,14/07/2022 01:52,13.98,1,0,13.98,0.14
Health & Household,"Amazon Basic Care Ibuprofen Tablets, Fever Reducer and Pain Relief from Body Aches, Headache, Arthritis Pain and More, 500 Count",B074F297T8,Amazon.com,14/07/2022 01:52,7.51,1,0,7.51,0.08
Home,"SMARTAKE 13-Piece Drawer Organizer with Non-Slip Silicone Pads, 5-Size Desk Drawer Organizer Trays Storage Tray for Makeup, Jewelries, Utensils in Bed",B086GFBN4D,3rd Party,14/07/2022 01:52,27.61,1,0,27.61,2.76
Home,"Beckham Hotel Collection Bed Pillows for Sleeping - Queen Size, Set of 2 - Cooling, Luxury Gel Pillow for Back, Stomach or Side Sleepers",B01LYNW421,3rd Party,14/07/2022 01:40,35.25,1,0,35.25,3.53
Beauty & Grooming,"Desert Essence, Toothpaste Plant Based Prebiotic Mint Perilla Seed, 6.25 Ounce",B082ZMQMGW,3rd Party,14/07/2022 01:29,8.55,1,0,8.55,0.26
Kitchen & Dining,"Airtight Food Storage Containers Set with Lids (24 Pack) for Kitchen and Pantry Organization - BPA Free Kitchen Canisters for Cereal, Rice, Flour & Oa",B0822JNHFY,3rd Party,14/07/2022 01:29,49.99,1,0,49.99,5
Health & Household,Lumineux Teeth Whitening Strips 21 Treatments - Enamel Safe for Whiter Teeth - Whitening Without the Harm - Dentist Formulated and Certified Non-Toxic,B082TPDTM2,3rd Party,14/07/2022 01:25,29.99,1,0,29.99,0.3
Electronic Components & Home Audio,"JBL BAR5.0 5-Channel Multibeam Soundbar with Dolby Atmos Virtual Grey, Black",B08LF3WC4M,Amazon.com,14/07/2022 01:22,239.99,1,0,239.99,9.6
Kitchen & Dining,"Bentgo® Kids Leak-Proof, 5-Compartment Bento-Style Kids Lunch Box - Ideal Portion Sizes for Ages 3 to 7, BPA-Free, Dishwasher Safe, Food-Safe Material",B00PKNO7LK,3rd Party,14/07/2022 01:17,18.49,1,0,18.49,1.85
Furniture,"Sauder North Avenue Sofa Table, Charter Oak finish",B01GS8J9V8,Amazon.com,14/07/2022 01:14,52.48,1,0,52.48,5.25
Baby & Nursery,"Frida Mom 2-in-1 Lactation Massager - Multiple Modes of Heat + Vibration for Clogged Milk Ducts, Increase Milk Flow, Breast Engorgement - USB Cord Inc",B093J85L4W,Amazon.com,14/07/2022 01:07,18.36,1,0,18.36,1.84
Kitchen & Dining,"Ninja NC299AMZ CREAMi Ice Cream Maker, for Gelato, Mix-ins, Milkshakes, Sorbet, Smoothie Bowls & More, 7 One-Touch Programs, with (1) Pint Container &",B09QV24FFZ,Amazon.com,14/07/2022 01:06,117.49,1,0,117.49,11.75
Home,"Beckham Hotel Collection Bed Pillows for Sleeping - Queen Size, Set of 2 - Cooling, Luxury Gel Pillow for Back, Stomach or Side Sleepers",B01LYNW421,3rd Party,14/07/2022 01:05,25.79,1,0,25.79,2.58
Electronic Components & Home Audio,"SAMSUNG 50-inch The Frame Customizable Bezel Modern Brown (VG-SCFA50BWBZA, 2021 Model)",B08WH7Y73J,Amazon.com,14/07/2022 01:05,116.22,1,0,116.22,4.65
Home,"HYPREST 100% Pure French Linen Duvet Cover with Stone Washed, Ultra Soft and Cooling Linen Bedding Duvet Cover Set King Size, Moisture-Absorbing & Bre",B099HYP9H4,3rd Party,14/07/2022 00:54,117.59,1,0,117.59,11.76
Home,"simplehuman 9 oz. Touch-Free Rechargeable Sensor Liquid Soap Pump Dispenser, Brass Stainless Steel",B07GTBH5L3,Amazon.com,14/07/2022 00:53,55.99,1,0,55.99,5.6
Home,GFCC 4ft Black Round Stretch Tablecloth 48inch Spandex Tablecloth Elastic Table Cover,B01MTQRXKC,3rd Party,14/07/2022 00:45,20.89,1,0,20.89,2.09
Home,"Creative Co-Op Enameled First Aid Lid & Black Front Box, White, Black Cross",B01NBY5Z9T,Amazon.com,14/07/2022 00:43,33.49,1,0,33.49,3.35
Kitchen & Dining,"Bentgo Kids Prints Leak-Proof, 5-Compartment Bento-Style Kids Lunch Box - Ideal Portion Sizes for Ages 3 to 7 - BPA-Free, Dishwasher Safe, Food-Safe M",B08B115T54,3rd Party,14/07/2022 00:42,19.99,1,0,19.99,2
Kitchen & Dining,"OmieBox Bento Box for Kids - Insulated Bento Lunch Box with Leak Proof Thermos Food Jar - 3 Compartments, Two Temperature Zones (Sky Blue) (Single) (P",B017SGIMV2,3rd Party,14/07/2022 00:40,35.96,1,0,35.96,3.6
Kitchen & Dining,"OmieBox Bento Box for Kids - Insulated Bento Lunch Box with Leak Proof Thermos Food Jar - 3 Compartments, Two Temperature Zones - (Purple) (Single) (P",B074BFS86B,3rd Party,14/07/2022 00:40,35.96,1,0,35.96,3.6
Home,"Creative Co-Op DF2615 29"" H Thyme Topiary in Pot Faux Botanicals, Green",B084LLN2N3,Amazon.com,14/07/2022 00:37,32.86,1,0,32.86,3.29
"Computers, Tablets & Components","New iPad 9.7 inch 2018 2017/ iPad Air 2 Case - 360 Degree Rotating Stand Smart Cover Case with Auto Sleep Wake for Apple iPad 9.7"" (6th Gen, 5th Gen)/",B07QVY4RJ9,3rd Party,14/07/2022 00:32,6.99,1,0,6.99,0.17
Home,"Bloomingville 13"" L Decorative Marble Figurine Chain Link, White",B084MP8YPD,Amazon.com,14/07/2022 00:27,31.7,1,0,31.7,3.17
Home,"Creative Co-Op Enameled First Aid Lid & Black Front Box, White, Black Cross",B01NBY5Z9T,Amazon.com,14/07/2022 00:27,33.49,1,0,33.49,3.35
