Category,Name,ASIN,Seller,Date Shipped,Price($),Items Shipped,Returns,Revenue($),Ad Fees($)
Home Improvement,"Smart LED Strip Lights Works with Apple HomeKit, 32.8ft WiFi RGB Strip, Compatible with Siri, Alexa&Google and SmartThings, App Control, Color Changin",B08V57NDJQ,3rd Party,23/08/2022 11:32,29.99,1,0,29.99,3
Home,King Size Sheet Set - Breathable & Cooling - Hotel Luxury Bed Sheets - Extra Soft - Deep Pockets - Easy Fit - 4 Piece Set - Wrinkle Free - Comfy – Lav,B07PH1KCXG,3rd Party,23/08/2022 11:32,20.99,1,0,20.99,2.1
Home,"Deconovo Blackout Curtains Back Tab and Rod Pocket, Thermal Insulated Room Darkening Curtains for Living Room, 52x108 Inch, Light Beige, 2 Panels",B07RSV8RSV,3rd Party,23/08/2022 11:32,49.99,1,0,49.99,5
Home,"Deconovo Blackout Curtains Back Tab and Rod Pocket, Thermal Insulated Room Darkening Curtains for Living Room, 52x108 Inch, Light Beige, 2 Panels",B07RSV8RSV,3rd Party,23/08/2022 11:32,49.99,1,0,49.99,5
Home,"Deconovo Blackout Curtains Back Tab and Rod Pocket, Thermal Insulated Room Darkening Curtains for Living Room, 52x108 Inch, Light Beige, 2 Panels",B07RSV8RSV,3rd Party,23/08/2022 11:32,49.99,1,0,49.99,5
Home,"Deconovo Blackout Curtains Back Tab and Rod Pocket, Thermal Insulated Room Darkening Curtains for Living Room, 52x108 Inch, Light Beige, 2 Panels",B07RSV8RSV,3rd Party,23/08/2022 11:32,49.99,1,0,49.99,5
Home Improvement,"LazaKay Leather Drawer Pulls - 8 Pcs Leather Dresser Knobs, Handmade Pure Leather Handles for Cabinet, Doors and Drawers (Brown)",B091GNNPXZ,3rd Party,23/08/2022 11:02,11.21,1,0,11.21,1.12
Home,"upsimples 8x12 Picture Frame Set of 5,Display Pictures 6x8 with Mat or 8x12 Without Mat,Wall Gallery Photo Frames,Black",B08XVX5XNP,3rd Party,23/08/2022 10:59,22.99,1,0,22.99,2.3
Kitchen & Dining,"Magnetic Measuring Spoons Set - Stainless Steel Measuring Spoons - Magnetic Measuring Spoon Set, Gold Measuring Spoons Magnetic, Cute Measuring Spoons",B07LDJ6CHM,3rd Party,23/08/2022 10:03,12.95,1,0,12.95,1.3
Kitchen & Dining,"Cozee Bay Bamboo Bag Storage Organizer for Kitchen Drawer, Baggie organizer, Compatible with Gallon, Quart, Sandwich and Snack Variety Size Bags (Blac",B09QK75511,3rd Party,23/08/2022 10:03,39.98,1,0,39.98,4
Furniture,"Mohawk Home 10' x 14' 3/8 Rug Pad 100% Felt Protective Cushion, Premium Comfort Underfoot – Safe for All Floors",B09G3L84F5,Amazon.com,23/08/2022 10:01,128,1,0,128,12.8
Home,"Wreath Hanger, VIS'V Large Clear Removable Heavy Duty Suction Cup Wreath Hooks with Wipes 22 LB Strong Window Glass Door Suction Cup Wreath Holder for",B087CY81PY,3rd Party,23/08/2022 09:25,5.09,1,0,5.09,0.51
Home,"Lifewit Large Capacity Clothes Storage Bag Organizer with Reinforced Handle Thick Fabric for Comforters, Blankets, Bedding, Foldable with Sturdy Zippe",B08JG3HYC8,3rd Party,23/08/2022 08:34,25.49,1,0,25.49,2.55
Kitchen & Dining,"Bentgo® Pop - Leak-Proof Bento-Style Lunch Box with Removable Divider for 3-4 Compartments - Perfect for Kids 8+ and Teens, Microwave/Dishwasher Safe,",B0B3CLN8PX,3rd Party,23/08/2022 08:09,23.99,1,0,23.99,2.4
Home,"Lifewit Large Capacity Clothes Storage Bag Organizer with Reinforced Handle Thick Fabric for Comforters, Blankets, Bedding, Foldable with Sturdy Zippe",B08JG3HYC8,3rd Party,23/08/2022 07:59,25.49,1,0,25.49,2.55
Furniture,Furinno (99557GYW/BK) Turn-N-Tube 4-Tier Multipurpose Shelf Display Rack - French Oak Grey/Black,B01NAAJIGA,Amazon.com,23/08/2022 07:09,29.3,1,0,29.3,2.93
Furniture,Furinno (99557GYW/BK) Turn-N-Tube 4-Tier Multipurpose Shelf Display Rack - French Oak Grey/Black,B01NAAJIGA,Amazon.com,23/08/2022 07:09,29.3,1,0,29.3,2.93
Furniture,Furinno (99557GYW/BK) Turn-N-Tube 4-Tier Multipurpose Shelf Display Rack - French Oak Grey/Black,B01NAAJIGA,Amazon.com,23/08/2022 07:09,29.3,1,0,29.3,2.93
Clothing & Accessories,"LINGERLOVE Women Sexy Lingerie Plus Size Lace Babydoll See Through Nightgown with Panty S-4XL (Green, S/M)",B094FMQ1GN,3rd Party,23/08/2022 07:08,12.99,1,0,12.99,0.52
Clothing & Accessories,Women Lingerie One Piece Bodysuit Teddy Outfits Black M,B07Q8Z4BT8,3rd Party,23/08/2022 07:08,17.49,1,0,17.49,0.7
Furniture,"Home Expressions Welcome Mat, Door Mat, Printed Outdoor Coir Mat 18""x30"" (Welcome)",B07ZQRDT15,3rd Party,23/08/2022 06:57,23.99,1,0,23.99,2.4
Pet Food & Supplies,"Van Ness Pets Odor Control Large Enclosed Cat Litter Box, Hooded, Pearl, CP6",B0002ASCGC,Amazon.com,23/08/2022 06:48,15.07,1,0,15.07,1.51
Kitchen & Dining,"Bento Boxes for Adults - 1100 ML Bento Lunch Box For Kids Childrens With Spoon & Fork - Durable Perfect Size for On-the-Go Meal, BPA-Free and Food-Saf",B07X7QZNH3,3rd Party,23/08/2022 06:43,15.99,1,0,15.99,1.6
Kitchen & Dining,"Bentgo Classic - All-in-One Stackable Bento Lunch Box Container - Modern Bento-Style Design Includes 2 Stackable Containers, Built-in Plastic Utensil ",B081PLLBBH,3rd Party,23/08/2022 06:43,14.99,1,0,14.99,1.5
Home,"1 Inch Curtain Rods, Curtain Rods for Windows 66 to 120, Black Curtain Rods, Outdoor Curtain Rod, Adjustable Curtain Rod, Room Divider Curtain Rod, He",B08RHRKQ1G,3rd Party,23/08/2022 06:35,35.09,1,0,35.09,3.51
Handmade,Vintage Farmhouse Wall Decor - Nature Deer Flower Neutral Wall Art for Boho French Country Kitchen Bathroom Bedroom Picture Poster Print Green Room De,B09Y43FNFX,3rd Party,23/08/2022 06:27,16.98,1,0,16.98,1.7
Furniture,"Mohawk Home 5' x 8' 3/8 Rug Pad 100% Felt Protective Cushion, Premium Comfort Underfoot – Safe for All Floors",B09G3JV5LF,Amazon.com,23/08/2022 06:09,35,1,0,35,3.5
Home,"Kamang Artificial Poppy White Silk Flower (3 Stems) for Home Decor, Garden Decor, Wedding, Office. Real Touch Poppy Fake Flower, Artificial Plants Pop",B08CCTCB8M,3rd Party,23/08/2022 05:05,20.99,1,0,20.99,2.1
Outdoor Recreation,Thermacell Patio Shield Mosquito Repeller (2-Pack Bundle); Includes 24-Hour Refill & 6 Repellent Mats; Highly Effective Mosquito Repellent for Patio; ,B09X9P96Z3,Amazon.com,23/08/2022 04:44,29.98,1,0,29.98,3
Home,"Collection of 5 Assorted Size Harvest Off White Artificial Pumpkins for Halloween, Fall and Thanksgiving Decorating",B07GSGBCZZ,3rd Party,23/08/2022 04:27,21.09,1,0,21.09,2.11
Home,"Package of 6 Fall Artificial Assorted Harvest Off White Pumpkins for Halloween, Fall and Thanksgiving Decorating",B01KGCGQA4,3rd Party,23/08/2022 04:27,27.85,1,0,27.85,2.79
Furniture,"Limari Home Palo Verde Nightstand, Grey, Black",B097CLWH2V,Amazon.com,23/08/2022 03:41,181.7,0,1,-181.7,-18.17
Home,Ausalivan Acrylic Headband Holder Organizer，Headband Storage Display Stand，Clear Hair Accessory Rack For Girls Room,B09TX8P97F,3rd Party,23/08/2022 03:41,9.11,1,0,9.11,0.91
Outdoor Recreation,"CamelBak Podium Chill Insulated Bike Water Bottle - Easy Squeeze Bottle - Fits Most Bike Cages - 24oz, Burgunday Perforated",B07VZ1167G,Amazon.com,23/08/2022 03:41,17,1,0,17,1.7
Home,Carfar Handicrafts Shabby Chic Country Style Rustic Metal Hanging Giant Cow Bells,B004T9Y7AM,3rd Party,23/08/2022 02:25,19.49,1,0,19.49,1.95
Furniture,"Loloi II Layla Collection LAY-03 Olive / Charcoal, Traditional 9'-0"" x 12'-0"" Area Rug",B07K1YFHZ5,Amazon.com,23/08/2022 02:11,314.99,0,1,-314.99,-31.5
Home,"Lifewit Large Capacity Clothes Storage Bag Organizer with Reinforced Handle Thick Fabric for Comforters, Blankets, Bedding, Foldable with Sturdy Zippe",B08JG3HYC8,3rd Party,23/08/2022 02:04,25.49,1,0,25.49,2.55
Home,"eufy by Anker, HomeVac H11, Car Vacuum, Cordless Handheld Vacuum Cleaner, Ultra-Lightweight 1.2lbs, 5500Pa Suction Power, USB Charging, for Home Clean",B086PPF6C9,3rd Party,23/08/2022 01:11,39.99,1,0,39.99,4
Home Improvement,"Burglabar 2 Pack - Great for Sliding Patio Door Lock, (Use 2 for doors), Sliding Window Lock, Sliding Basement Windows Lock, Child Safety Lock",B00I8OH1VQ,3rd Party,23/08/2022 00:50,11.95,1,0,11.95,1.2
Kitchen & Dining,"Cozee Bay Bamboo Bag Storage Organizer for Kitchen Drawer, Baggie organizer, Compatible with Gallon, Quart, Sandwich and Snack Variety Size Bags (Blac",B09QK75511,3rd Party,23/08/2022 00:50,39.98,1,0,39.98,4
"Patio, Lawn & Garden","Jobe’s 04101 Fertilizer Spikes, Azalea, Camellia, and Rhododendron, Includes 10 Spikes, 16 ounces, Brown",B000GD3KRG,Amazon.com,23/08/2022 00:39,8.82,1,0,8.82,0.88
Business & Industrial Supplies,Liqui-Dirt Nano Powder All-Purpose Organic Complete Plant Food for Indoor or Outdoor Use (Makes over 50 gallons) 18 Balanced Super Foods -Balanced Ble,B07PHNQSP9,3rd Party,23/08/2022 00:39,39.95,1,0,39.95,1.2
Kitchen & Dining,"Set Of 10 Refrigerator Organizer Bins - 5 Wide and 5 Narrow Stackable Fridge Organizers for Freezer, Kitchen, Countertops, Cabinets - Clear Plastic Pa",B093TL4WMD,3rd Party,23/08/2022 00:35,35.99,1,0,35.99,3.6
Kitchen & Dining,"Bentgo® Kids Prints Leak-Proof, 5-Compartment Bento-Style Kids Lunch Box - Ideal Portion Sizes for Ages 3 to 7 - BPA-Free, Dishwasher Safe, Food-Safe ",B097GGRR46,3rd Party,23/08/2022 00:31,19.99,1,0,19.99,2
Kitchen & Dining,"Bentgo® Kids Prints Leak-Proof, 5-Compartment Bento-Style Kids Lunch Box - Ideal Portion Sizes for Ages 3 to 7 - BPA-Free, Dishwasher Safe, Food-Safe ",B0B6JRN7VB,3rd Party,23/08/2022 00:31,19.99,1,0,19.99,2
Kitchen & Dining,"Taco Holder Stand,Set of 6 Stainless Steel Taco Tray,Stylish Taco Shell Holders, Rack Holds Up to 3 Tacos Each Keeping Shells Upright, Health Material",B08RD5G7MG,3rd Party,23/08/2022 00:29,19.99,1,0,19.99,2
Clothing & Accessories,"Modegal Women's Vintage Strapless Open Back Boned Mesh Bustier Zip Back Corset Bodyshaper Crop Top (Toffee, 0-2)",B09BQX8G42,3rd Party,22/08/2022 23:47,30.99,1,0,30.99,1.24
Home,"eufy by Anker, HomeVac H11, Car Vacuum, Cordless Handheld Vacuum Cleaner, Ultra-Lightweight 1.2lbs, 5500Pa Suction Power, USB Charging, for Home Clean",B086PPF6C9,3rd Party,22/08/2022 23:38,39.99,1,0,39.99,4
Kitchen & Dining,"Stackable Kitchen Canisters Set, Pack of 5 Clear Glass Food Storage Jars Containers with Airtight Bamboo Lid for Candy, Cookie, Rice, Sugar, Flour, Pa",B07XNMC4L4,3rd Party,22/08/2022 23:38,31.99,1,0,31.99,3.2
Office & School Supplies,"Mead 75698 Spiral Notebook, Wide Ruled, 3 Subject, 120 Sheets, 10.5"" x 8"", Assorted Colors, 6 Pack",B01I8KKNHS,3rd Party,22/08/2022 22:44,27.35,1,0,27.35,2.74
Kitchen & Dining,Cork Genius Air-Pump Wine Opener - Easy-Open Wine Bottle Opener with Air Lift Technology for Effortless Bottle Opening - Durable and Indestructible St,B08GMBLYC3,3rd Party,22/08/2022 22:30,9.95,1,0,9.95,1
Home,"Large Storage Bags, 6 Pack Clothes Storage Bins Foldable Closet Organizers Storage Containers with Durable Handles Thick Fabric for Blanket Comforter ",B085ZV98JM,3rd Party,22/08/2022 22:29,20.99,1,0,20.99,2.1
Kitchen & Dining,"Bentgo® Kids Prints Leak-Proof, 5-Compartment Bento-Style Kids Lunch Box - Ideal Portion Sizes for Ages 3 to 7 - BPA-Free, Dishwasher Safe, Food-Safe ",B07QZ4CRP3,3rd Party,22/08/2022 22:24,19.99,1,0,19.99,2
Home,"eufy by Anker, HomeVac H11, Car Vacuum, Cordless Handheld Vacuum Cleaner, Ultra-Lightweight 1.2lbs, 5500Pa Suction Power, USB Charging, for Home Clean",B086PPF6C9,3rd Party,22/08/2022 22:16,39.99,1,0,39.99,4
Home Improvement,Electro bp;47"W 4-Light Linear Kitchen Island Lighting Fixture Classic Chandeliers Matt Black with White Linen Shades 160W,B08GCXJ336,3rd Party,22/08/2022 22:02,103.99,0,1,-103.99,-10.4
Kitchen & Dining,"Set Of 10 Refrigerator Organizer Bins - 5 Wide and 5 Narrow Stackable Fridge Organizers for Freezer, Kitchen, Countertops, Cabinets - Clear Plastic Pa",B093TL4WMD,3rd Party,22/08/2022 21:40,24.99,1,0,24.99,2.5
Home,"SafeRest Mattress Protector – Twin XL, Premium, Cotton, Waterproof Mattress Cover Protectors – White",B003PWNGK6,3rd Party,22/08/2022 21:05,26.99,0,1,-26.99,-2.7
Sports & Fitness,"Gaiam Yoga Mat Premium Print Extra Thick Non Slip Exercise & Fitness Mat for All Types of Yoga, Pilates & Floor Workouts, Navajo, 6mm",B01ICY1QGW,3rd Party,22/08/2022 20:47,27.99,1,0,27.99,2.8
Clothing & Accessories,"MIUZOOE Women Lace Babydoll Lingerie Sheer Mesh Chemise Open Back Sleepwear (Dark Red, M)",B089WHMFQH,3rd Party,22/08/2022 20:26,16.99,1,0,16.99,0.68
Books & Textbooks,Dinosaurs A to Z (Poke-a-dot),1950013065,3rd Party,22/08/2022 20:02,12.98,1,0,12.98,0.58
Kitchen & Dining,"Bentgo® Pop - Leak-Proof Bento-Style Lunch Box with Removable Divider for 3-4 Compartments - Perfect for Kids 8+ and Teens, Microwave/Dishwasher Safe,",B0B3BNKCH4,3rd Party,22/08/2022 20:00,23.99,1,0,23.99,2.4
Home Improvement,"10 Pack Purse Hanger for Closet, Unique Twist Design Closet Organizer Hanger Hooks, Large Size Closet Hooks for Hanging Purses, Handbags, Clothes, Jea",B09QKWV6SR,3rd Party,22/08/2022 19:50,13.29,1,0,13.29,1.33
Kitchen & Dining,"Bentgo® Kids Prints Leak-Proof, 5-Compartment Bento-Style Kids Lunch Box - Ideal Portion Sizes for Ages 3 to 7 - BPA-Free, Dishwasher Safe, Food-Safe ",B07QZ4CRP3,3rd Party,22/08/2022 19:35,29.99,1,0,29.99,3
Home,"eufy by Anker, HomeVac H11, Car Vacuum, Cordless Handheld Vacuum Cleaner, Ultra-Lightweight 1.2lbs, 5500Pa Suction Power, USB Charging, for Home Clean",B086PPF6C9,3rd Party,22/08/2022 19:21,39.99,1,0,39.99,4
Home,"Lifewit Large Capacity Clothes Storage Bag Organizer with Reinforced Handle Thick Fabric for Comforters, Blankets, Bedding, Foldable with Sturdy Zippe",B08JG3HYC8,3rd Party,22/08/2022 19:14,25.49,1,0,25.49,2.55
Home,"eufy by Anker, HomeVac H11, Car Vacuum, Cordless Handheld Vacuum Cleaner, Ultra-Lightweight 1.2lbs, 5500Pa Suction Power, USB Charging, for Home Clean",B086PPF6C9,3rd Party,22/08/2022 19:11,39.99,1,0,39.99,4
Home,"Large Storage Bags, 6 Pack Clothes Storage Bins Foldable Closet Organizers Storage Containers with Durable Handles Thick Fabric for Blanket Comforter ",B085ZV98JM,3rd Party,22/08/2022 18:59,20.99,1,0,20.99,2.1
Pet Food & Supplies,"Orthopedic Dog Bed, Bolster Couch Dog Bed for Large Dogs, Removable Washable Cover Pet Bed, Foam Nonskid Dog Mat (Medium(28''*23''), Grey)",B0987F3XYZ,3rd Party,22/08/2022 18:56,36.79,1,0,36.79,3.68
Furniture,"Buffalo Plaid Rugs Cotton Black and White Check Rug 35.4'' x 59''Hand-Woven Indoor/Outdoor Area Rug for Welcome Door Mat, Front Porch,Kitchen,Bathroom",B07WNRLTBS,3rd Party,22/08/2022 18:28,32.99,1,0,32.99,3.3
Power & Hand Tools,"HOWARD Butcher Block Conditioner and Cutting Board Oil, Food Grade Conditioner and Oil, Great for Wooden Bowls and Utensils, Re hydrate your Cutting B",B06WGRLQ5Z,3rd Party,22/08/2022 18:28,17,1,0,17,1.7
Kitchen & Dining,"Bentgo® Pop - Leak-Proof Bento-Style Lunch Box with Removable Divider for 3-4 Compartments - Perfect for Kids 8+ and Teens, Microwave/Dishwasher Safe,",B0B3CPQKZX,3rd Party,22/08/2022 18:21,23.99,1,0,23.99,2.4
Home,"eufy by Anker, HomeVac H11, Car Vacuum, Cordless Handheld Vacuum Cleaner, Ultra-Lightweight 1.2lbs, 5500Pa Suction Power, USB Charging, for Home Clean",B086PPF6C9,3rd Party,22/08/2022 18:01,39.99,1,0,39.99,4
Home,"eufy by Anker, HomeVac H11, Car Vacuum, Cordless Handheld Vacuum Cleaner, Ultra-Lightweight 1.2lbs, 5500Pa Suction Power, USB Charging, for Home Clean",B086PPF6C9,3rd Party,22/08/2022 17:48,39.99,1,0,39.99,4
Kitchen & Dining,"Bentgo® Kids Prints Leak-Proof, 5-Compartment Bento-Style Kids Lunch Box - Ideal Portion Sizes for Ages 3 to 7 - BPA-Free, Dishwasher Safe, Food-Safe ",B07R3C17H2,3rd Party,22/08/2022 17:41,19.99,1,0,19.99,2
Baby & Nursery,"Tickle & Main, Big Sister Gift Set- I Hereby Crown You Big Sister Book, Doll, and Child Size Crown",B01LYOB5QQ,3rd Party,22/08/2022 17:32,25.99,1,0,25.99,2.6
Kitchen & Dining,"THERMOS FUNTAINER 10 Ounce Stainless Steel Vacuum Insulated Kids Food Jar with Folding Spoon, Teal",B08NCPJSTX,Amazon.com,22/08/2022 17:20,11.88,2,0,23.76,2.38
Kitchen & Dining,"Bentgo® Kids Chill Lunch Box - Bento-Style Lunch Solution with 4 Compartments and Removable Ice Pack for Meals and Snacks On-the-Go - Leak-Proof, Dish",B08CVV7Z5H,3rd Party,22/08/2022 17:20,23.99,1,0,23.99,2.4
Kitchen & Dining,"Bentgo® Kids Chill Lunch Box - Bento-Style Lunch Solution with 4 Compartments and Removable Ice Pack for Meals and Snacks On-the-Go - Leak-Proof, Dish",B08CVVJYQ6,3rd Party,22/08/2022 17:20,23.99,1,0,23.99,2.4
Home,"Kamang Artificial Poppy White Silk Flower (3 Stems) for Home Decor, Garden Decor, Wedding, Office. Real Touch Poppy Fake Flower, Artificial Plants Pop",B08CCTCB8M,3rd Party,22/08/2022 17:00,20.99,0,1,-20.99,-2.1
Furniture,"Mohawk Home 7' 6"" x 10' 3/8 Rug Pad 100% Felt Protective Cushion, Premium Comfort Underfoot – Safe for All Floors",B09G3MFDVD,Amazon.com,22/08/2022 16:06,50.75,1,0,50.75,5.08
Furniture,"Mohawk Home 9' x 12' 3/8 Rug Pad 100% Felt Protective Cushion, Premium Comfort Underfoot – Safe for All Floors",B09G3L27R1,Amazon.com,22/08/2022 16:06,59,1,0,59,5.9
Kitchen & Dining,"THERMOS FUNTAINER 10 Ounce Stainless Steel Vacuum Insulated Kids Food Jar with Folding Spoon, Teal",B08NCPJSTX,Amazon.com,22/08/2022 15:59,11.88,1,0,11.88,1.19
Automotive,Smyfob Lexus Key fob Cover Lexus Key Chain Leather Lanyard for car Key Lexus car Accessories Lexus Accessories Key Shell case Holder for ES250 ES300h ,B099FLXG6G,3rd Party,22/08/2022 15:39,19.99,1,0,19.99,0.9
Furniture,"Loloi II Layla Collection LAY-06 Taupe / Stone, Traditional 3'-6"" x 5'-6"" Accent Rug",B07K1NBLQH,Amazon.com,22/08/2022 15:26,47.33,1,0,47.33,4.73
Pet Food & Supplies,"SIMENA Interactive Cat Ball Toy, Active Rolling Ball for Indoor Cats, Cat Ball Toy for Exercise, Automatic Cat Teaser Toy, USB Rechargeable Wicked Bal",B09XBZKF3V,3rd Party,22/08/2022 15:18,20.5,2,0,41,4.1
Office & School Supplies,EPSON T410 Claria Premium -Ink Standard Capacity Photo Black & Color Combo Pack (T410520-S) for select Epson Expression Premium Printers,B012IWPUK2,Amazon.com,22/08/2022 15:12,48.29,1,0,48.29,4.83
Kitchen & Dining,"Bentgo® Kids Prints Leak-Proof, 5-Compartment Bento-Style Kids Lunch Box - Ideal Portion Sizes for Ages 3 to 7 - BPA-Free, Dishwasher Safe, Food-Safe ",B097GKH6MZ,3rd Party,22/08/2022 15:00,19.99,1,0,19.99,2
Kitchen & Dining,"Magnetic Measuring Spoons Set - Stainless Steel Measuring Spoons - Magnetic Measuring Spoon Set, Gold Measuring Spoons Magnetic, Cute Measuring Spoons",B07LDJ6CHM,3rd Party,22/08/2022 14:44,12.95,1,0,12.95,1.3
Home,"eufy by Anker, HomeVac H11, Car Vacuum, Cordless Handheld Vacuum Cleaner, Ultra-Lightweight 1.2lbs, 5500Pa Suction Power, USB Charging, for Home Clean",B086PPF6C9,3rd Party,22/08/2022 14:42,39.99,1,0,39.99,4
Home,Carfar Handicrafts Shabby Chic Country Style Rustic Metal Hanging Giant Cow Bells,B004T9Y7AM,3rd Party,22/08/2022 14:25,19.49,1,0,19.49,1.95
Furniture,"Loloi II Teagan Collection TEA-01 Natural / LT. Grey, Traditional 2'-8"" x 7'-6"" Runner",B081V12SZW,Amazon.com,22/08/2022 13:32,41.82,1,0,41.82,4.18
Furniture,"Loloi II Skye Collection SKY-13 Natural / Sand, Traditional 7'-6"" x 9'-6"" Area Rug",B082NNZ4SN,Amazon.com,22/08/2022 13:26,147,0,1,-147,-14.7
Home,"Large Storage Bags, 6 Pack Clothes Storage Bins Foldable Closet Organizers Storage Containers with Durable Handles Thick Fabric for Blanket Comforter ",B085ZV98JM,3rd Party,22/08/2022 13:16,20.99,1,0,20.99,2.1
Health & Household,"Pull-Ups Girls' Potty Training Pants Training Underwear Size 4, 2T-3T, 124 Ct, One Month Supply",B07X8NF51D,Amazon.com,22/08/2022 13:03,45.18,1,0,45.18,0.45
Furniture,SAFAVIEH Natural Fiber Collection 2'6" x 6' Black NF115C Border Herringbone Seagrass Runner Rug,B0045017VC,Amazon.com,22/08/2022 12:39,43.98,1,0,43.98,4.4
Grocery & Gourmet Food,"Lipton Stress Therapy Herbal Supplement Tea Bags For a Relaxing Hot Beverage Cinnamon Chamomile and Lavender Caffeine Free Tea Blend 15 count, Pack of",B076C3HFLM,Amazon.com,22/08/2022 11:52,13.92,1,0,13.92,0.14
Beauty & Grooming,"Clairol Natural Instincts Demi-Permanent Hair Dye, 5C Brass Free Medium Brown Hair Color, Pack of 3",B07L1PBPGK,Amazon.com,22/08/2022 11:51,17.77,1,0,17.77,0.53
Kitchen & Dining,"Bentgo® Kids Prints Leak-Proof, 5-Compartment Bento-Style Kids Lunch Box - Ideal Portion Sizes for Ages 3 to 7 - BPA-Free, Dishwasher Safe, Food-Safe ",B08B115T54,3rd Party,22/08/2022 11:38,19.99,1,0,19.99,2
Kitchen & Dining,"Bentgo® Pop - Leak-Proof Bento-Style Lunch Box with Removable Divider for 3-4 Compartments - Perfect for Kids 8+ and Teens, Microwave/Dishwasher Safe,",B0B3BNKCH4,3rd Party,22/08/2022 11:22,23.99,1,0,23.99,2.4
Health & Household,"WaterWipes Biodegradable Original Baby Wipes, 99.9% Water Based Wipes, Unscented & Hypoallergenic for Sensitive Skin, 60 Count (Pack of 12) - Packagin",B008KJEYLO,Amazon.com,22/08/2022 11:21,39.9,1,0,39.9,0.4
Home,"Bedsure Khaki Duvet Covers Queen Size - Washed Duvet Cover, Soft Queen Duvet Cover Set 3 Pieces with Zipper Closure, 1 Duvet Cover 90x90 inches and 2 ",B085ZYTGXS,3rd Party,22/08/2022 11:13,26.39,1,0,26.39,2.64
Furniture,"Mohawk Home 8' x 10' 1/2 Rug Pad 100% Felt Protective Cushion, Premium Comfort Underfoot – Safe for All Floors",B09VLG3P4R,Amazon.com,22/08/2022 10:24,81,1,0,81,8.1
Home,"Ziplock Bag Storage Organizer For Kitchen Drawer, Bamboo Baggie Holder, Compatible With Ziploc, Solimo, Glad, Hefty For Gallon, Quart, Sandwich And Sn",B09LCGGS4N,3rd Party,22/08/2022 10:01,21.99,1,0,21.99,2.2
Beauty & Grooming,"Dove Men+Care Deodorant Stick Moisturizing Deodorant For 48-Hour Protection Clean Comfort Aluminum Free Deodorant For Men, 3 Ounce (Pack of 2)",B004DH1AXM,Amazon.com,22/08/2022 09:55,10.98,1,0,10.98,0.33
Kitchen & Dining,"Bentgo® Kids Prints Leak-Proof, 5-Compartment Bento-Style Kids Lunch Box - Ideal Portion Sizes for Ages 3 to 7 - BPA-Free, Dishwasher Safe, Food-Safe ",B089ZTBLTJ,3rd Party,22/08/2022 09:27,19.99,1,0,19.99,2
Furniture,"Mohawk Home 8' x 10' 3/8 Rug Pad 100% Felt Protective Cushion, Premium Comfort Underfoot – Safe for All Floors",B09G3K95B2,Amazon.com,22/08/2022 09:24,78.14,1,0,78.14,7.81
Furniture,SAFAVIEH Natural Fiber Collection 2'6" x 16' Black NF115C Border Herringbone Seagrass Runner Rug,B0045032YC,Amazon.com,22/08/2022 09:19,118.45,1,0,118.45,11.85
Sports & Fitness,"3 Pairs Compression Socks for Women and Men 20-30mmHg-- Circulation and Muscle Support Socks for Travel, Running, Nurse, Medical Black+White+Grey L/XL",B07W2154Y4,3rd Party,22/08/2022 09:18,16.99,1,0,16.99,1.7
Kitchen & Dining,"Bentgo® Pop - Leak-Proof Bento-Style Lunch Box with Removable Divider for 3-4 Compartments - Perfect for Kids 8+ and Teens, Microwave/Dishwasher Safe,",B0B3BJBVX1,3rd Party,22/08/2022 08:08,23.99,1,0,23.99,2.4
Kitchen & Dining,"Bentgo® Kids Leak-Proof, 5-Compartment Bento-Style Kids Lunch Box - Ideal Portion Sizes for Ages 3 to 7, BPA-Free, Dishwasher Safe, Food-Safe Material",B00PKNO7LK,3rd Party,22/08/2022 07:25,18.49,1,0,18.49,1.85
Outdoor Recreation,Roller Derby Trac Star Youth Boy's Adjustable Roller Skate Grey/Black/Red Size Large (3-6),B079VYY77C,Amazon.com,22/08/2022 07:23,37.99,1,0,37.99,3.8
Furniture,Rifle Paper Co. x Loloi Maison Collection MAO-02 Bough Natural 7'-6" x 9'-6" Area Rug,B0B2KZZ37M,Amazon.com,22/08/2022 07:16,256.99,1,0,256.99,25.7
Furniture,"nuLOOM Hand Woven Chunky Natural Jute Farmhouse Area Rug, 3' x 5', Off-white",B00LA29GB6,3rd Party,22/08/2022 05:00,58.3,1,0,58.3,5.83
Beauty & Grooming,Kalyss 13X5" Lace Front Box Braided Wigs with Natural Looking Curly Ends Side Parted Synthetic Lace Frontal Twist Braids Wig with Baby Hair,B08CZGVC35,3rd Party,22/08/2022 04:38,110.99,0,1,-110.99,-3.33
"Patio, Lawn & Garden","The Filter Pro Beige Coarse Filter Media, 1.25"" Thick, 28"" x 240"" Roll, Perfect for Aquariums, Ponds or Water Gardens, Made in USA",B081D5L5Z9,3rd Party,22/08/2022 03:50,149.99,1,0,149.99,15
Kitchen & Dining,"Bentgo® Kids Prints Leak-Proof, 5-Compartment Bento-Style Kids Lunch Box - Ideal Portion Sizes for Ages 3 to 7 - BPA-Free, Dishwasher Safe, Food-Safe ",B08B1B1B2X,3rd Party,22/08/2022 02:43,19.99,1,0,19.99,2
